Name,Title,Tags,Info_Attack,Info_Defense,Info_Magic,Info_Difficulty,Blurb,Image_Full,Image_Sprite,Key,ID
Kled,the Cantankerous Cavalier,Fighter,8,2,2,7,"A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Kled.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,240,Kled
Kog'Maw,the Mouth of the Abyss,"Marksman, Mage",8,2,5,6,"Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/KogMaw.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,96,KogMaw
LeBlanc,the Deceiver,"Assassin, Mage",1,4,10,9,"Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Leblanc.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,7,Leblanc
Lee Sin,the Blind Monk,"Fighter, Assassin",8,5,3,6,"A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/LeeSin.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,64,LeeSin
Leona,the Radiant Dawn,"Tank, Support",4,8,3,4,"Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Leona.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,89,Leona
Lillia,the Bashful Bloom,"Fighter, Mage",0,2,10,8,"Intensely shy, the fae fawn Lillia skittishly wanders Ionia's forests. Hiding just out of sight of mortals—whose mysterious natures have long captivated, but intimidated, her—Lillia hopes to discover why their dreams no longer reach the ancient Dreaming...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Lillia.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,876,Lillia
Lissandra,the Ice Witch,Mage,2,5,8,6,"Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freeze—she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Lissandra.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,127,Lissandra
Lucian,the Purifier,"Marksman, Assassin",8,5,3,6,"Lucian, a Sentinel of Light, is a grim hunter of wraiths and specters, pursuing them relentlessly and annihilating them with his twin relic pistols. After the specter Thresh slew his wife, Lucian embarked on the path of vengeance—but even with her...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Lucian.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,236,Lucian
Lulu,the Fae Sorceress,"Support, Mage",4,5,7,5,"The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Lulu.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,117,Lulu
Lux,the Lady of Luminosity,"Mage, Support",2,4,9,5,"Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Lux.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,99,Lux
Malphite,Shard of the Monolith,"Tank, Mage",5,9,7,2,"A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Malphite.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,54,Malphite
Malzahar,the Prophet of the Void,Mage,2,2,9,6,"A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Malzahar.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,90,Malzahar
Maokai,the Twisted Treant,"Tank, Support",3,8,6,3,"Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Maokai.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,57,Maokai
Master Yi,the Wuju Bladesman,"Assassin, Fighter",10,4,2,4,"Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/MasterYi.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,11,MasterYi
Mel,the Soul's Reflection,"Mage, Support",2,4,9,5,"Mel Medarda is the presumed heir of the Medarda family, once one of the most powerful in Noxus. In appearance she is a graceful aristocrat, but beneath the surface lies a skilled politician who makes it her business to know everything about everyone she...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Mel.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,800,Mel
Milio,The Gentle Flame,"Support, Mage",2,4,8,5,"Milio is a warmhearted boy from Ixtal who has, despite his young age, mastered the fire axiom and discovered something new: soothing fire. With this newfound power, Milio plans to help his family escape their exile by joining the Yun Tal—just like his...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Milio.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,902,Milio
Miss Fortune,the Bounty Hunter,"Marksman, Mage",8,2,5,1,"A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/MissFortune.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,21,MissFortune
Mordekaiser,the Iron Revenant,"Fighter, Mage",4,6,7,4,"Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powers—but...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Mordekaiser.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,82,Mordekaiser
Morgana,the Fallen,"Mage, Support",1,6,8,1,"Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Morgana.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,25,Morgana
Naafiri,the Hound of a Hundred Bites,"Assassin, Fighter",9,5,0,2,"Across the sands of Shurima, a chorus of howls rings out. It is the call of the dune hounds, voracious predators who form packs and compete for the right to hunt in these barren lands. Among them, one pack stands above all, for they are driven not only...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Naafiri.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,950,Naafiri
Nami,the Tidecaller,"Support, Mage",4,3,7,5,"A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Nami.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,267,Nami
Nasus,the Curator of the Sands,"Fighter, Tank",7,5,6,6,"Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Nasus.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion2.png,75,Nasus
Nautilus,the Titan of the Depths,"Tank, Support",4,6,6,6,"A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Nautilus.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,111,Nautilus
Neeko,the Curious Chameleon,"Mage, Support",1,1,9,5,"Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure where—or who—Neeko might be...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Neeko.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,518,Neeko
Nidalee,the Bestial Huntress,"Assassin, Mage",5,4,7,8,"Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Nidalee.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,76,Nidalee
Nilah,the Joy Unbound,"Fighter, Assassin",8,4,4,10,"Nilah is an ascetic warrior from a distant land, seeking the world's deadliest, most titanic opponents so that she might challenge and destroy them. Having won her power through an encounter with the long-imprisoned demon of joy, she has no emotions...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Nilah.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,895,Nilah
Nocturne,the Eternal Nightmare,"Fighter, Assassin",9,5,2,4,"A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Nocturne.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,56,Nocturne
Nunu & Willump,the Boy and His Yeti,"Tank, Mage",4,6,7,4,"Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monster—only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Nunu.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,20,Nunu
Olaf,the Berserker,"Fighter, Tank",9,5,3,3,"An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Olaf.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,2,Olaf
Orianna,the Lady of Clockwork,"Mage, Support",4,3,9,7,"Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Orianna.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,61,Orianna
Ornn,The Fire below the Mountain,Tank,5,9,3,5,"Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Ornn.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,516,Ornn
Pantheon,the Unbreakable Spear,"Fighter, Assassin",9,4,3,4,"Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Pantheon.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,80,Pantheon
Poppy,Keeper of the Hammer,"Tank, Fighter",6,7,2,6,"Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled “Hero of Demacia,” said...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Poppy.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,78,Poppy
Pyke,the Bloodharbor Ripper,"Support, Assassin",9,3,1,7,"A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fish… and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Pyke.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,555,Pyke
Qiyana,Empress of the Elements,Assassin,0,2,4,8,"In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Qiyana.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,246,Qiyana
Quinn,Demacia's Wings,"Marksman, Assassin",9,4,2,5,"Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Quinn.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,133,Quinn
Rakan,The Charmer,Support,2,4,8,5,"As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Rakan.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,497,Rakan
Rammus,the Armordillo,Tank,4,10,5,5,"Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Rammus.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,33,Rammus
Rek'Sai,the Void Burrower,"Fighter, Tank",8,5,2,3,"An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurima—merchants, traders, even armed...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/RekSai.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,421,RekSai
Rell,the Iron Maiden,"Tank, Support",0,0,0,0,"The product of brutal experimentation at the hands of the Black Rose, Rell is a defiant, living weapon determined to topple Noxus. Her childhood was one of misery and horror, enduring unspeakable procedures to perfect and weaponize her magical control...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Rell.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,526,Rell
Renata Glasc,the Chem-Baroness,"Support, Mage",2,6,9,8,"Renata Glasc rose from the ashes of her childhood home with nothing but her name and her parents' alchemical research. In the decades since, she has become Zaun's wealthiest chem-baron, a business magnate who built her power by tying everyone's...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Renata.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,888,Renata
Renekton,the Butcher of the Sands,"Fighter, Tank",8,5,2,3,"Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Renekton.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,58,Renekton
Rengar,the Pridestalker,"Assassin, Fighter",7,4,2,8,"Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Rengar.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,107,Rengar
Riven,the Exile,"Fighter, Assassin",8,5,1,8,"Once a swordmaster in the warhosts of Noxus, Riven is an expatriate in a land she previously tried to conquer. She rose through the ranks on the strength of her conviction and brutal efficiency, and was rewarded with a legendary runic blade and a...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Riven.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,92,Riven
Rumble,the Mechanized Menace,"Fighter, Mage",3,6,8,10,"Rumble is a young inventor with a temper. Using nothing more than his own two hands and a heap of scrap, the feisty yordle constructed a colossal mech suit outfitted with an arsenal of electrified harpoons and incendiary rockets. Though others may scoff...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Rumble.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,68,Rumble
Ryze,the Rune Mage,Mage,2,2,10,7,"Widely considered one of the most adept sorcerers on Runeterra, Ryze is an ancient, hard-bitten archmage with an impossibly heavy burden to bear. Armed with immense arcane power and a boundless constitution, he tirelessly hunts for World Runes—fragments...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Ryze.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,13,Ryze
Samira,the Desert Rose,"Marksman, Assassin",8,5,3,6,"Samira stares death in the eye with unyielding confidence, seeking thrill wherever she goes. After her Shuriman home was destroyed as a child, Samira found her true calling in Noxus, where she built a reputation as a stylish daredevil taking on...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Samira.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,360,Samira
Sejuani,Fury of the North,Tank,5,7,6,4,"Sejuani is the brutal, unforgiving Iceborn warmother of the Winter's Claw, one of the most feared tribes of the Freljord. Her people's survival is a constant, desperate battle against the elements, forcing them to raid Noxians, Demacians, and Avarosans...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sejuani.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,113,Sejuani
Senna,the Redeemer,"Support, Marksman",7,2,6,7,"Cursed from childhood to be haunted by the supernatural Black Mist, Senna joined a sacred order known as the Sentinels of Light, and fiercely fought back—only to be killed, her soul imprisoned in a lantern by the cruel specter Thresh. But refusing to...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Senna.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,235,Senna
Seraphine,the Starry-Eyed Songstress,"Support, Mage",0,0,0,0,"Born in Piltover to Zaunite parents, Seraphine can hear the souls of others—the world sings to her, and she sings back. Though these sounds overwhelmed her in her youth, she now draws on them for inspiration, turning the chaos into a symphony. She...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Seraphine.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,147,Seraphine
Sett,the Boss,"Fighter, Tank",8,5,1,2,"A leader of Ionia's growing criminal underworld, Sett rose to prominence in the wake of the war with Noxus. Though he began as a humble challenger in the fighting pits of Navori, he quickly gained notoriety for his savage strength, and his ability to...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sett.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,875,Sett
Shaco,the Demon Jester,Assassin,8,4,6,9,"Crafted long ago as a plaything for a lonely prince, the enchanted marionette Shaco now delights in murder and mayhem. Corrupted by dark magic and the loss of his beloved charge, the once-kind puppet finds pleasure only in the misery of the poor souls...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Shaco.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion3.png,35,Shaco
Shen,the Eye of Twilight,Tank,3,9,3,4,"Among the secretive, Ionian warriors known as the Kinkou, Shen serves as their leader, the Eye of Twilight. He longs to remain free from the confusion of emotion, prejudice, and ego, and walks the unseen path of dispassionate judgment between the spirit...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Shen.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,98,Shen
Shyvana,the Half-Dragon,"Fighter, Mage",8,6,3,4,"Shyvana is a creature with the magic of a rune shard burning within her heart. Though she often appears humanoid, she can take her true form as a fearsome dragon, incinerating her foes with fiery breath. Having saved the life of the crown prince Jarvan...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Shyvana.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,102,Shyvana
Singed,the Mad Chemist,"Tank, Mage",4,8,7,5,"Singed is a brilliant alchemist of dubious morality, whose experiments would turn the stomach of even the most cutthroat criminal. Selling his skills to the highest bidder, he cares little for how his noxious concoctions are used, with the ensuing chaos...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Singed.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,27,Singed
Sion,The Undead Juggernaut,"Tank, Fighter",5,9,3,5,"A war hero from a bygone era, Sion was revered in Noxus for choking the life out of a Demacian king with his bare hands—but, denied oblivion, he was resurrected to serve his empire even in death. His indiscriminate slaughter claimed all who stood in his...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sion.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,14,Sion
Sivir,the Battle Mistress,Marksman,9,3,1,4,"Sivir is a renowned fortune hunter and mercenary captain who plies her trade in the deserts of Shurima. Armed with her legendary jeweled crossblade, she has fought and won countless battles for those who can afford her exorbitant price. Known for her...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sivir.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,15,Sivir
Skarner,the Primordial Sovereign,"Tank, Fighter",7,8,5,5,"The ancient, colossal brackern Skarner is revered in Ixtal as one of the founding members of its ruling caste, the Yun Tal. Devoted to keeping his nation safe from the rest of the world, Skarner dwells in a chamber beneath Ixaocan where he can hear the...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Skarner.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,72,Skarner
Smolder,the Fiery Fledgling,"Marksman, Mage",8,2,5,6,"Hidden amongst the craggy cliffs of the Noxian frontier, under the watchful eyes of his mother, a young dragon is learning what it means to be heir to the Camavoran imperial dragon lineage. Playful and eager to grow up, Smolder looks for any excuse to...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Smolder.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,901,Smolder
Sona,Maven of the Strings,"Support, Mage",5,2,8,4,"Sona is Demacia's foremost virtuoso of the stringed etwahl, speaking only through her graceful chords and vibrant arias. This genteel manner has endeared her to the highborn, though others suspect her spellbinding melodies to actually emanate magic—a...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sona.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,37,Sona
Soraka,the Starchild,"Support, Mage",2,5,7,3,"A wanderer from the celestial dimensions beyond Mount Targon, Soraka gave up her immortality to protect the mortal races from their own more violent instincts. She endeavors to spread the virtues of compassion and mercy to everyone she meets—even...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Soraka.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,16,Soraka
Swain,the Noxian Grand General,"Mage, Support",2,6,9,8,"Jericho Swain is the visionary ruler of Noxus, an expansionist nation that reveres only strength. Though he was cast down and crippled in the Ionian wars, his left arm severed, he seized control of the empire with ruthless determination… and a new...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Swain.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,50,Swain
Sylas,the Unshackled,"Mage, Assassin",3,4,8,5,"Raised in one of Demacia's lesser quarters, Sylas of Dregbourne has come to symbolize the darker side of the Great City. As a boy, his ability to root out hidden sorcery caught the attention of the notorious mageseekers, who eventually imprisoned him...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Sylas.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,517,Sylas
Syndra,the Dark Sovereign,Mage,2,3,9,8,"Syndra is a fearsome Ionian mage with incredible power at her command. As a child, she disturbed the village elders with her reckless and wild magic. She was sent away to be taught greater control, but eventually discovered her supposed mentor was...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Syndra.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,134,Syndra
Tahm Kench,The River King,"Tank, Support",3,9,6,5,"Known by many names throughout history, the demon Tahm Kench travels the waterways of Runeterra, feeding his insatiable appetite with the misery of others. Though he may appear singularly charming and proud, he swaggers through the physical realm like a...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/TahmKench.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,223,TahmKench
Taliyah,the Stoneweaver,"Mage, Support",1,7,8,5,"Taliyah is a nomadic mage from Shurima, torn between teenage wonder and adult responsibility. She has crossed nearly all of Valoran on a journey to learn the true nature of her growing powers, though more recently she has returned to protect her tribe...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Taliyah.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,163,Taliyah
Talon,the Blade's Shadow,Assassin,9,3,1,7,"Talon is the knife in the darkness, a merciless killer able to strike without warning and escape before any alarm is raised. He carved out a dangerous reputation on the brutal streets of Noxus, where he was forced to fight, kill, and steal to survive...",https://ddragon.leagueoflegends.com/cdn/15.13.1/img/champion/Talon.png,https://ddragon.leagueoflegends.com/cdn/15.13.1/img/sprite/champion4.png,91,Talon
